paragraph_id,doc_id,source_name,title,company,sector,document_type,theme,source_method,url,date,text,char_count,category,confidence,sentiment,model,classified_at
DOC_ce3223726b27_P0003,DOC_ce3223726b27,GDELT/RSS,Police charge two men over 5G telecom tower arson attacks in Northern Ireland,Various,Other,Article,General Energy,rebuild,https://www.datacenterdynamics.com/en/news/police-charge-two-men-over-5g-telecom-tower-arson-attacks-in-northern-ireland/,,"In the US, a cell tower arsonist was sentenced to six and a half years in prison in 2024 for causing approximately $1.1 million worth of damage at several towers. Sean Aaron Smith, set out to ""destroy the 5G towers because he hated the government and believed they were spying on him.""
Comments",294,Not Relevant,1.0,neutral,deepseek-chat,2026-04-30T22:48:53.639939
DOC_d78fd8516514_P0001,DOC_d78fd8516514,GDELT/RSS,Lebanon s gov t plans to transform warehouse into National Data Center,Various,Inverter & Storage Equipment,Article,AI/Data Center Demand,rebuild,,,"Work is underway to clear a warehouse north of Beirut to establish a National Data Center on the site, according to Lebanese news agency Akhbar al Yawm. Telecommunications Minister Charles Hajj visited the facility in Dekwaneh with Karim Salim Salam, chief executive of telecoms firm Touch, to review the progress of the ongoing work and equipment installations as part of a rehabilitation and expansion project. This project involves relocating and merging existing Karantina and Sawwar data centers into a single location to improve operational efficiency and asset management, the news agency reported. The project is part of the Ministry of Telecommunications’ policy to utilize state-owned facilities to reduce reliance on leasing and invest in the ministry's properties.",776,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T22:48:56.276009
DOC_d78fd8516514_P0002,DOC_d78fd8516514,GDELT/RSS,Lebanon s gov t plans to transform warehouse into National Data Center,Various,Inverter & Storage Equipment,Article,AI/Data Center Demand,rebuild,,,"Hajj urged Touch to continue improving the use of available space within the facility and expedite the digitization of old documents and archives as part of the country’s digital transformation. Unused equipment and materials are being cleared from the site. Last week, the American University of Beirut (AUB) said it presented the results of a national data center benchmarking exercise to the Ministry of State for Information Technology and Artificial Intelligence (MITAI). The initiative was part of the implementation of the recently signed memorandum of understanding between AUB and MITAI to improve public sector services and accelerate Lebanon’s digital transformation.",678,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T22:48:58.453396
DOC_d78fd8516514_P0003,DOC_d78fd8516514,GDELT/RSS,Lebanon s gov t plans to transform warehouse into National Data Center,Various,Inverter & Storage Equipment,Article,AI/Data Center Demand,rebuild,,,"The benchmarking exercise was designed to address critical issues for the national digital planning, including what type of data center model is most suitable for Lebanon and the projected costs of implementing it. The findings will inform national decisions on data center strategy, capacity planning, investment priorities, and procurement models aligned with international standards. Dr. Fadi El-Jardali, managing director and co-lead of AUB’s Government Engagement Platform, said: “Despite the challenges, the team remained committed to delivering this output. This reflects a shared conviction that while crises may persist, they should not delay our preparedness for what comes next.",689,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T22:49:00.625663
DOC_d78fd8516514_P0004,DOC_d78fd8516514,GDELT/RSS,Lebanon s gov t plans to transform warehouse into National Data Center,Various,Inverter & Storage Equipment,Article,AI/Data Center Demand,rebuild,,,"“The work presented today contributes to laying the foundations needed to position Lebanon on the digital and AI landscape.”
Lebanon does not have a notable data center market at present. According to DataCenterMap, just two facilities are in the country, both operated by LFAIT. Levanon is embroiled in the ongoing Iran war, though it is currently under a 10-day ceasefire with Israel. Despite this, reports of explosions and attacks in the country remain. National Data Centers serve as centralized locations for public sector and government workloads. At the start of this year, ground was broken on a massive data center project for the Saudi Arabian government in Riyadh. Set to span 30 million sq ft (2.78m sqm), the data center will be located in Riyadh.",761,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T22:49:02.723953
DOC_d78fd8516514_P0005,DOC_d78fd8516514,GDELT/RSS,Lebanon s gov t plans to transform warehouse into National Data Center,Various,Inverter & Storage Equipment,Article,AI/Data Center Demand,rebuild,,,"In recent months, countries across West Africa have also notably begun investing in such initiatives, including Benin, Bamako, Mali, and two ""mini data centers"" in Burkina Faso. Chad has also revealed plans to invest ($204.7m) in developing a national data center and in expanding its fiber optic networks. Learn more about the data center market in the Middle East and Saudi Arabia, and meet with other executives and experts in the region at the DCN Riyadh event next year. Comments",484,Electricity Demand,0.85,positive,deepseek-chat,2026-04-30T22:49:04.830462
DOC_d7980390e5c3_P0001,DOC_d7980390e5c3,GDELT/RSS,Data centers as dynamic grid assets New Jersey site using solar and storage for flexibilit,Various,Inverter & Storage Equipment,Article,AI/Data Center Demand,rebuild,,,"If 90’s one-hit-wonder The New Radicals taught us anything, it’s that we only get what we give. When it comes to data centers, though, most of the conversation revolves around taking. There never seems to be enough resources, capital, or capacity. But studies have shown significant potential for integrating new load if flexibility measures are taken, and speed-to-power is a critical component of every developer’s calculus. So what if large-load customers could leverage renewable energy technology to become flexible assets and better accommodate grid conditions? Could data centers become “power plants,” in a sense? That’s exactly what Calibrant Energy is going for in its deal with Iron Mountain Data Centers.",716,Electricity Demand,0.95,neutral,deepseek-chat,2026-04-30T22:49:07.047322
DOC_d7980390e5c3_P0002,DOC_d7980390e5c3,GDELT/RSS,Data centers as dynamic grid assets New Jersey site using solar and storage for flexibilit,Various,Inverter & Storage Equipment,Article,AI/Data Center Demand,rebuild,,,"Earlier this year, the energy solutions company signed a definitive agreement to build, own, and operate a 23 megawatt-hour (MWh) on-site battery energy storage system (BESS) at Iron Mountain’s New Jersey data center. When paired with the facility’s state-of-the-art solar array and some slick software, the 30-megawatt (MW) capacity campus becomes a unique tool and a potential blueprint for future applications. The Future of Data Centers? Located in Edison, NJ, NJE-1 is one of the largest and most resilient data centers in the Northeast, according to Iron Mountain.",570,Grid Resilience,0.85,positive,deepseek-chat,2026-04-30T22:49:09.071886
DOC_d7980390e5c3_P0003,DOC_d7980390e5c3,GDELT/RSS,Data centers as dynamic grid assets New Jersey site using solar and storage for flexibilit,Various,Inverter & Storage Equipment,Article,AI/Data Center Demand,rebuild,,,"Located 30 miles from New York City, NY, and 66 miles from Philadelphia, PA, the 830,000-square-foot facility on a secure 43-acre campus provides “unmatched reliability, security, and connectivity for businesses in the Greater New York region and beyond.”
Built on a foundation of massive scale and high-performance specs, NJE-1 offers modular data center solutions for rapid deployment and flexible scaling, with multiple infrastructure configurations and systems that can be concurrently maintained. The center is billed as a connectivity hub, featuring a carrier-neutral ecosystem with 22+ carriers, major cloud on-ramps, and direct access to DE-CIX and IX-Reach. The campus is powered by Public Service Electric and Gas Company (PSE&G), New Jersey’s largest electric and natural gas utility.",795,Electricity Demand,0.95,positive,deepseek-chat,2026-04-30T22:49:11.171675
DOC_d7980390e5c3_P0004,DOC_d7980390e5c3,GDELT/RSS,Data centers as dynamic grid assets New Jersey site using solar and storage for flexibilit,Various,Inverter & Storage Equipment,Article,AI/Data Center Demand,rebuild,,,"The 23 MWh BESS project with Calibrant Energy adds a new layer of grid-scale flexibility. The project integrates large-scale storage with the facility’s existing 7.2 MW rooftop solar installation, an 18,000+-panel behemoth that currently holds the title of the largest photovoltaic (PV) installation at any North American data center. The result is a resilient energy ecosystem that supports Iron Mountain’s 24/7 carbon-free energy commitment with 100% renewable energy matching. “This is what the future of powering large loads looks like,” ventured Phil Martin, CEO of Calibrant Energy.",588,Grid Resilience,0.95,positive,deepseek-chat,2026-04-30T22:49:13.307718
DOC_d7980390e5c3_P0005,DOC_d7980390e5c3,GDELT/RSS,Data centers as dynamic grid assets New Jersey site using solar and storage for flexibilit,Various,Inverter & Storage Equipment,Article,AI/Data Center Demand,rebuild,,,"“Customers can grow and control costs while strengthening the grid, proving that large power users are part of the energy solution rather than a burden.”
Chris Pennington, senior director of energy and sustainability at Iron Mountain, identified battery storage as a critical component in his company’s broader strategy to support the local energy ecosystem. “Flexible, on-site assets like this improve the economic and operational efficiency of the local utility grid, in addition to supporting increased reliability for all electric consumers,” he noted.",556,Grid Resilience,0.95,positive,deepseek-chat,2026-04-30T22:49:15.513596
DOC_d7980390e5c3_P0006,DOC_d7980390e5c3,GDELT/RSS,Data centers as dynamic grid assets New Jersey site using solar and storage for flexibilit,Various,Inverter & Storage Equipment,Article,AI/Data Center Demand,rebuild,,,"“This project demonstrates how the data center industry can bring solutions to emerging grid challenges.”
A Dynamic Grid Asset
By using advanced real-time controls, the NJE-1 facility transforms its energy load into a dynamic asset that stabilizes the regional PSE&G grid during peak demand. This novel concept maintains uptime for Iron Mountain’s customers while eliminating the need for new, carbon-intensive power infrastructure in the local community, enabling data center clients to get online faster with reduced climate impact. As electricity demand grows, especially from digital infrastructure, there is a need for a smarter model to power large loads such as data centers, Calibrant Energy’s chief commercial officer, Matt Barnes, told Factor This.",758,Grid Resilience,0.95,positive,deepseek-chat,2026-04-30T22:49:17.747850
DOC_d7980390e5c3_P0007,DOC_d7980390e5c3,GDELT/RSS,Data centers as dynamic grid assets New Jersey site using solar and storage for flexibilit,Various,Inverter & Storage Equipment,Article,AI/Data Center Demand,rebuild,,,"“This project demonstrates how distributed energy storage and advanced controls can help data centers scale responsibly while strengthening grid reliability and reducing costs in the process,” he explained. “When you unlock capacity on existing infrastructure, instead of just building costly new carbon-intensive generation resources and transmission infrastructure, that’s good for customers and for communities,” Barnes continued. “Looking ahead, the opportunity is significant, but it requires collaboration among developers, utilities, and regulators to prioritize more efficient utilization of existing grid assets alongside building new infrastructure to ensure we have the available power and resources to meet growing demand.”
Originally published in Factor This.",772,Grid Resilience,0.95,positive,deepseek-chat,2026-04-30T22:49:19.845127
DOC_d84afa41d703_P0001,DOC_d84afa41d703,GDELT/RSS,Cost to construct new gas plants surges by 66 as data center demand strains supply chain -,Various,Inverter & Storage Equipment,Article,AI/Data Center Demand,rebuild,https://www.datacenterdynamics.com/en/news/cost-to-construct-new-gas-plants-surges-by-66-as-data-center-demand-strains-supply-chain-report/,,"Data center demand for natural gas power has led to a surge in the costs of new combined-cycle gas turbine (CCGT) power plants, according to a report from BloombergNEF. The report found that the cost of a new CCGT plant has skyrocketed from less than $1,500 per kilowatt of generating capacity in 2023 to $2,157 in 2025, a 66 percent increase. In addition, the lead time for a new facility has also increased, taking on average 23 percent longer to construct. Demand from the data center sector has been posited as one of the major drivers of this increase, as more and more seek to “bring their own power,” under pressure from the Trump administration.",653,Electricity Demand,0.95,negative,deepseek-chat,2026-04-30T22:49:22.109840
DOC_d84afa41d703_P0002,DOC_d84afa41d703,GDELT/RSS,Cost to construct new gas plants surges by 66 as data center demand strains supply chain -,Various,Inverter & Storage Equipment,Article,AI/Data Center Demand,rebuild,https://www.datacenterdynamics.com/en/news/cost-to-construct-new-gas-plants-surges-by-66-as-data-center-demand-strains-supply-chain-report/,,"This has had an impact on the supply chain for gas power plants, with prices for equipment for new gas plants expected to be more than 195 percent higher than in 2019. In addition, due to the incredibly constrained nature of the gas turbine manufacturing sector, last year it was reported that producers were seriously struggling to keep up with demand, with delivery backlogs beginning to stretch past 2029. While prices are expected to soar, this has not put off data center developers from seeking to develop new gas-fired facilities for their data center operations. Notable recent deals have seen Microsoft and Meta commit to offtake significant amounts of capacity from natural gas plants to power their operations.",721,Electricity Demand,0.95,positive,deepseek-chat,2026-04-30T22:49:24.144364
DOC_d84afa41d703_P0003,DOC_d84afa41d703,GDELT/RSS,Cost to construct new gas plants surges by 66 as data center demand strains supply chain -,Various,Inverter & Storage Equipment,Article,AI/Data Center Demand,rebuild,https://www.datacenterdynamics.com/en/news/cost-to-construct-new-gas-plants-surges-by-66-as-data-center-demand-strains-supply-chain-report/,,"Demand for dispatchable gas power has also led to new players in the market emerging, offering more modular solutions. The most notable recent example of this came last December, when Crusoe signed a deal with Boom Supersonic to purchase 1.21GW of the company’s Superpower turbines, a 42MW natural gas turbine supplied in a shipping container-scale unit. Comments",363,Electricity Demand,0.85,positive,deepseek-chat,2026-04-30T22:49:26.215544
DOC_db347f25038e_P0001,DOC_db347f25038e,GDELT/RSS,4bn data center rejected by Nobles County Minnesota,Various,Inverter & Storage Equipment,Article,AI/Data Center Demand,rebuild,,2025-05-01,"A $4 billion data center has been rejected by local officials in Nobles County, Minnesota. Renewable energy developer Geronimo Power has been eyeing a 959-acre land parcel located between 200th Street and 190th Street for the construction of eight data center buildings totalling 2.5 million sq ft (232,257 sqm). But the Nobles County Commissioners’ decision to vote against a text amendment to the county’s Planning and Zoning Ordinance that would include data centers as a conditional use under the agricultural preservation designation means that Geronimo will have to look elsewhere for its project.",603,Electricity Demand,0.85,negative,deepseek-chat,2026-04-30T22:49:28.253549
DOC_db347f25038e_P0002,DOC_db347f25038e,GDELT/RSS,4bn data center rejected by Nobles County Minnesota,Various,Inverter & Storage Equipment,Article,AI/Data Center Demand,rebuild,,2025-05-01,"According to a draft scoping document that outlines three uses for the land parcel – to leave it as is, a data center, or a mixed business development – the company’s data center would have potentially consumed between 400MW and 1GW of power. The site would have ultimately been sold to an end user who would operate the facility. Geronimo Power, formerly known as Geronimo Energy prior to May 2025, was founded in 2004 and was acquired by National Grid Ventures in 2019. The company has an operating capacity of more than 2GW, and has an additional 1GW under construction, as well as a development pipeline of more than 20GW. Nobles County is located in southern Minnesota, on the state’s border with Iowa. Comments",716,Electricity Demand,0.95,neutral,deepseek-chat,2026-04-30T22:49:30.488724
DOC_ea8cc8706a24_P0001,DOC_ea8cc8706a24,GDELT/RSS,Ramping Up for POWERGEN 2027 and the 44th Annual Electric Utility Cogeneration Chemistry W,Various,Inverter & Storage Equipment,Article,General Energy,rebuild,,,"Already nearly one-third of 2026 has passed. Many challenges (and opportunities) continue to face the power industry; issues that will provide the foundation for POWERGEN 2027 in Salt Lake City, Utah. The call for papers for both POWERGEN and the now co-located Electric Utility & Cogeneration Chemistry (EUC2W) have been issued. To all readers, whether you might be thinking about sharing your knowledge or just wish to attend and soak up information, it is not too early to begin planning for next year. In this article, we will look at some major power generation developments, with an initial focus on several items that will be important to EUCCW attendees. Where Will the Electrons Come From?",698,Electricity Demand,0.85,neutral,deepseek-chat,2026-04-30T22:49:32.671118
DOC_ea8cc8706a24_P0002,DOC_ea8cc8706a24,GDELT/RSS,Ramping Up for POWERGEN 2027 and the 44th Annual Electric Utility Cogeneration Chemistry W,Various,Inverter & Storage Equipment,Article,General Energy,rebuild,,,"Regarding short-term power needs, the elephant in the room is the growing electrical demand for data centers, which are proliferating throughout the country. Numerous reports suggest that gas-fired units will supply much of this power, in part related to current political headwinds towards renewables development. With time of the essence, simple cycle plants may be a common choice. From an efficiency standpoint, combined cycle power plants are preferrable, and indeed a number of newly announced projects will be of the combined cycle variety.1 Complicating factors are supply and demand issues and moving equipment fabrication through the pipeline.2 Another key component facing backlog issues are transformers.",716,Electricity Demand,0.95,neutral,deepseek-chat,2026-04-30T22:49:34.877001
DOC_ea8cc8706a24_P0003,DOC_ea8cc8706a24,GDELT/RSS,Ramping Up for POWERGEN 2027 and the 44th Annual Electric Utility Cogeneration Chemistry W,Various,Inverter & Storage Equipment,Article,General Energy,rebuild,,,"Supporting efficiency efforts is continued development of cogeneration and combined heat & power (CHP) plants that extract much more energy from steam than conventional fossil-fired units.3 Critical at these facilities are proper makeup water treatment and steam generation chemistry control; topics that this author has addressed in previous Power Engineering articles, and which can be found on the PE website. Intriguing will be to what extent hydrogen becomes a partial or sole fuel for combustion turbines. Many arguments for and against hydrogen production viability have appeared in recent years, and the topic will definitely be on the list for POWERGEN 2027. Per reports in this publication and others, the U.S. may be moving towards a nuclear renaissance.",765,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T22:49:37.232018
DOC_ea8cc8706a24_P0004,DOC_ea8cc8706a24,GDELT/RSS,Ramping Up for POWERGEN 2027 and the 44th Annual Electric Utility Cogeneration Chemistry W,Various,Inverter & Storage Equipment,Article,General Energy,rebuild,,,"Small modular reactors (SMRs) appear to be a leading technology, and many people have pointed out that the U.S. Navy has successfully used small reactors for decades. SMRs and other reactor types will likely take longer to permit and build than the gas turbine technologies listed above, but they could become a solid core of future energy production. Like combined cycle and cogeneration units, diligent chemistry control, including cooling water treatment, will be extremely important. Another energy source that is heating up (pardon the pun) is geothermal. Using the earth’s natural heat is logical, but installing the underground infrastructure is not necessarily a simple task. Researchers remain undaunted, and geothermal energy production should continue to grow.",771,Electricity Demand,0.85,neutral,deepseek-chat,2026-04-30T22:49:39.419425
DOC_ea8cc8706a24_P0005,DOC_ea8cc8706a24,GDELT/RSS,Ramping Up for POWERGEN 2027 and the 44th Annual Electric Utility Cogeneration Chemistry W,Various,Inverter & Storage Equipment,Article,General Energy,rebuild,,,"Per an EUC2W perspective, issues related to steam purity and optimizing heat transfer will be very important. Perhaps some geothermal locations will be good spots for cogeneration facilities. Other Water Treatment and Back End Issues
Issues related to power/industrial plant water makeup, conservation and discharge treatment remain highly important. Let’s briefly examine some of these. By mandate or sometimes by choice, an increasing number of power and industrial plants are selecting municipal wastewater treatment (referred hereafter as POTW) effluent as the makeup supply to help conserve fresh water sources.",616,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T22:49:41.617015
DOC_ea8cc8706a24_P0006,DOC_ea8cc8706a24,GDELT/RSS,Ramping Up for POWERGEN 2027 and the 44th Annual Electric Utility Cogeneration Chemistry W,Various,Inverter & Storage Equipment,Article,General Energy,rebuild,,,"For the many POTW plants that have only primary and secondary treatment, the effluent contains organics, phosphate, ammonia, nitrite/nitrate, and other compounds in significantly higher concentrations than are normal in surface water supplies. Among the problems that these impurities can cause is their influence on microbial growth and fouling in industrial plant water systems and heat exchangers, including cooling towers. Managing microbial fouling is a challenging task even without the influence of the food and nutrients in POTW effluent. Accordingly, for industrial plants using these raw makeup supplies, some form of tertiary treatment is needed to make the water acceptable for raw makeup.",701,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T22:49:43.820035
DOC_ea8cc8706a24_P0007,DOC_ea8cc8706a24,GDELT/RSS,Ramping Up for POWERGEN 2027 and the 44th Annual Electric Utility Cogeneration Chemistry W,Various,Inverter & Storage Equipment,Article,General Energy,rebuild,,,"Two technologies, among others, that have emerged in recent years to remove organics and nutrients are membrane bioreactors (MBR) and moving bed bioreactors (MBBR). For this author, who has direct experience with a large industrial activated sludge treatment system and who has also observed trickling filters, MBR and MBBR are advanced versions of those technologies. But one does not just flip a switch and walk away. Proper attention is necessary to ensure reliable operation. Water conservation and recovery of plant wastewater discharge have been on the increase for years. The ultimate scenario is zero liquid discharge (ZLD), which reclaims essentially all non-biological waste water for reuse.",701,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T22:49:45.837341
DOC_ea8cc8706a24_P0008,DOC_ea8cc8706a24,GDELT/RSS,Ramping Up for POWERGEN 2027 and the 44th Annual Electric Utility Cogeneration Chemistry W,Various,Inverter & Storage Equipment,Article,General Energy,rebuild,,,"Space limitations prevent a detailed discussion of ZLD methods, but a key component of many systems is reverse osmosis (RO). In roughly the final three decades of the last century, RO became quite popular in the power industry as a retrofit ahead of existing makeup treatment ion exchange (IX) demineralizers to improve IX performance and reduce regeneration frequency. RO is now a standard component of makeup water treatment systems for many combined cycle power plants. In these applications, RO units typically convert 75% of the influent to purified water (permeate), with the remaining 25% as a reject stream. For waste stream recovery and ZLD applications, high recovery RO (with a 90:10 permeate-to-reject ratio or perhaps even greater) serves as a core concentrating mechanism.",786,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T22:49:47.941590
DOC_ea8cc8706a24_P0009,DOC_ea8cc8706a24,GDELT/RSS,Ramping Up for POWERGEN 2027 and the 44th Annual Electric Utility Cogeneration Chemistry W,Various,Inverter & Storage Equipment,Article,General Energy,rebuild,,,"The high recovery greatly reduces the volume of the remaining stream, which in turn reduces equipment and operating costs for final processes such as evaporation/crystallization. An important note, as this author knows from direct experience, stringent RO pre- and process treatment are necessary to minimize membrane fouling and scaling. Another much-discussed discharge control issue, albeit on the flue gas side, is carbon capture and sequestration (CCS). Of course, CCS is touted as a method for continued fossil fuel use with minimized CO2 emissions, but issues remain formidable. Similar to flue gas desulfurization for coal plants, a carbon capture system can be thought of as a chemical plant attached to the backend of the fossil-fired power plant.",757,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T22:49:50.026455
DOC_ea8cc8706a24_P0010,DOC_ea8cc8706a24,GDELT/RSS,Ramping Up for POWERGEN 2027 and the 44th Annual Electric Utility Cogeneration Chemistry W,Various,Inverter & Storage Equipment,Article,General Energy,rebuild,,,"Parasitic power usage to scrub, regenerate and compress CO2 is of concern and is a continued driver for improved capture methods. Sequestering the concentrated compound is another issue. Some facilities sit over underground formations that can hold CO2, at least according to geological analyses, but many projects call for CO2 pipelines to move the chemical elsewhere. These pipelines are controversial, and in some instances have been successfully opposed by citizens residing along the proposed pathways. CCS will be a regular discussion point for future POWERGEN conferences.",579,Policy-Backed Capex,0.85,neutral,deepseek-chat,2026-04-30T22:49:52.197368
DOC_ea8cc8706a24_P0011,DOC_ea8cc8706a24,GDELT/RSS,Ramping Up for POWERGEN 2027 and the 44th Annual Electric Utility Cogeneration Chemistry W,Various,Inverter & Storage Equipment,Article,General Energy,rebuild,,,"Some Additional POWERGEN Topics
The discussion above outlined several important topics that could be a part of next year’s EUCCW (and some in main POWERGEN sessions), and the author and his colleagues would be more than glad to talk about these issues and others during the numerous networking opportunities that are part of the EUCCW. However, many other power generation topics are on the POWERGEN technical agenda and at special sessions on the exhibit floor. A comprehensive outline may be found on the POWERGEN website. Let’s consider several items. First, renewables development is not at a complete standstill, and an eventual change in presidential administration could re-energize this industry. Certainly, wind and solar generation will remain key issues at POWERGEN.",777,Policy-Backed Capex,0.85,neutral,deepseek-chat,2026-04-30T22:49:54.446874
DOC_ea8cc8706a24_P0012,DOC_ea8cc8706a24,GDELT/RSS,Ramping Up for POWERGEN 2027 and the 44th Annual Electric Utility Cogeneration Chemistry W,Various,Inverter & Storage Equipment,Article,General Energy,rebuild,,,"A key component of renewables growth is improvement in energy storage methods. A long-time friend of mine, and a transmission and distribution expert, never tires in pointing out that a typical coal plant maintains a 30-day fuel inventory, which is way beyond current battery capacity. More work is definitely needed to enhance renewables storage capacity. On another note, this author will be interested in seeing how biofuels (and biochemicals) technology continues to develop, apart from well-known, corn-based ethanol production. Plants/trees offer an extensive renewable resource, but issues related to land management, materials collection, transportation, and economical conversion of carbohydrates to hydrocarbons remain major R&D issues.",746,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T22:49:56.604659
DOC_ea8cc8706a24_P0013,DOC_ea8cc8706a24,GDELT/RSS,Ramping Up for POWERGEN 2027 and the 44th Annual Electric Utility Cogeneration Chemistry W,Various,Inverter & Storage Equipment,Article,General Energy,rebuild,,,"For all of the generation technologies mentioned above, and others, numerous non-engineering factors will influence project development. These include:
- Supply chains and equipment procurement. Lead times have significantly lengthened. - Financing
- Permitting, siting and community engagement
- Workforce hiring
- Safety program(s) development
- Load growth planning
And, of course, another elephant in the room is the state of the electrical grid and the improvements that will be needed to bring the grid up to the standards needed for rapidly expanding electrical demand. While these are topics on the POWERGEN agenda, another primary conference is DTECH. Look for more information on the DTECH website.",708,Grid Resilience,0.85,neutral,deepseek-chat,2026-04-30T22:49:58.911605
DOC_ea8cc8706a24_P0014,DOC_ea8cc8706a24,GDELT/RSS,Ramping Up for POWERGEN 2027 and the 44th Annual Electric Utility Cogeneration Chemistry W,Various,Inverter & Storage Equipment,Article,General Energy,rebuild,,,"Conclusion
Many critical power generation topics will be on the agenda for POWERGEN 2027 and the accompanying EUCCW. The power industry is facing many challenges, which makes knowledge acquisition extremely important. Having worked directly in the energy sector for nearly two decades and supporting power projects for many additional years at engineering firms, I can say with confidence that POWERGEN 2027 will provide a wealth of informative details on critical power topics. References
- Wolfe, S., “Babcock & Wilcox to proceed with 1.2 GW project for data center power”; posted on the Power Engineering website, March 9, 2026. - Clark, K., “EIA’s 2026 outlook projects massive capacity buildout as data centers reshape electricity demand”; posted on the Power Engineering website, April 9, 2026.",800,Electricity Demand,0.95,neutral,deepseek-chat,2026-04-30T22:50:01.106675
DOC_ea8cc8706a24_P0015,DOC_ea8cc8706a24,GDELT/RSS,Ramping Up for POWERGEN 2027 and the 44th Annual Electric Utility Cogeneration Chemistry W,Various,Inverter & Storage Equipment,Article,General Energy,rebuild,,,"- Buecker, B., “Combined cycle power and cogeneration: The efficiency leaders”; posted on the Power Engineering website, April 6, 2006. - Post, R., Buecker, B., and Shulder, S., “Power Plant Cooling Water Fundamentals”; pre-workshop seminar for the 37th Annual Electric Utility Chemistry Workshop, June 6, 2017, Champaign, Illinois. About the Author: Brad Buecker currently serves as Senior Technical Consultant with SAMCO Technologies. He is also the owner of Buecker & Associates, LLC, which provides independent technical writing/marketing services.",552,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T22:50:03.358719
DOC_ea8cc8706a24_P0016,DOC_ea8cc8706a24,GDELT/RSS,Ramping Up for POWERGEN 2027 and the 44th Annual Electric Utility Cogeneration Chemistry W,Various,Inverter & Storage Equipment,Article,General Energy,rebuild,,,"Buecker has many years of experience in or supporting the power industry, much of it in steam generation chemistry, water treatment, air quality control, and results engineering positions with City Water, Light & Power (Springfield, Illinois) and Kansas City Power & Light Company’s (now Evergy) La Cygne, Kansas, station. Additionally, his background includes eleven years with two engineering firms, Burns & McDonnell and Kiewit, and two years as acting water/wastewater supervisor at a chemical plant. Buecker has a B.S. in chemistry from Iowa State University with additional course work in fluid mechanics, energy and materials balances, and advanced inorganic chemistry.",676,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T22:50:05.469246
DOC_ea8cc8706a24_P0017,DOC_ea8cc8706a24,GDELT/RSS,Ramping Up for POWERGEN 2027 and the 44th Annual Electric Utility Cogeneration Chemistry W,Various,Inverter & Storage Equipment,Article,General Energy,rebuild,,,"He has authored or co-authored over 300 articles for various technical trade magazines, and he has written three books on power plant chemistry and air pollution control. He is a member of the ACS, AIChE, AMPP, ASME, AWT, and he is active with Power-Gen International, the Electric Utility & Cogeneration Chemistry Workshop, and the International Water Conference. He can be reached at [email protected] and [email protected].",426,Not Relevant,1.0,neutral,deepseek-chat,2026-04-30T22:50:07.903381
DOC_f312f6c76e06_P0001,DOC_f312f6c76e06,GDELT/RSS,Small modular reactors and microreactors under development in the United States,Various,Inverter & Storage Equipment,Article,General Energy,rebuild,https://www.eia.gov/todayinenergy/detail.php?id=67584,,"This TIE was modified to address a correction in terminology and update a link. Electric utilities in the United States currently operate about 98 gigawatts (GW) of nuclear generating capacity, but very little nuclear capacity has been built in the last few decades. High capital costs and lengthy licensing and approval processes have limited the expansion of nuclear power. However, several companies are developing new small modular reactor (SMR) designs aimed at reducing capital costs and increasing siting flexibility, challenges associated with traditional nuclear power. The generating capacity of a large-scale nuclear design typically ranges between 550 megawatts (MW) and 1,500 MW per unit; SMRs have a capacity of about 300 MW per unit or less.",756,Electricity Demand,0.85,neutral,deepseek-chat,2026-04-30T22:50:10.076850
DOC_f312f6c76e06_P0002,DOC_f312f6c76e06,GDELT/RSS,Small modular reactors and microreactors under development in the United States,Various,Inverter & Storage Equipment,Article,General Energy,rebuild,https://www.eia.gov/todayinenergy/detail.php?id=67584,,"The main components of SMRs are modular, factory-assembled parts shipped to the plant construction site for installation, which could reduce construction times. Microreactors, a subset of SMRs, generally have a capacity of 20 MW or less and can operate as part of the electric grid, independently from the electric grid, or as part of a microgrid. Aside from providing electricity to a power grid, SMRs and microreactors could provide power for applications where large plants are not needed or for sites that lack the infrastructure to support a large unit. SMRs are under consideration for powering AI, data centers, or other industrial activities where developers may not want or need to connect to the grid.",711,Electricity Demand,0.95,neutral,deepseek-chat,2026-04-30T22:50:12.143131
